VM_name,Uptime,Revoked
spot8-us-east1-c-run1-master,2359.853587,Job Completed
spot8-us-east1-c-run1-worker-0,2358.832417,Job Completed
spot8-us-east1-c-run1-worker-1,1705.658318,Revoked
spot8-us-east1-c-run1-worker-2,2354.087997,Job Completed
spot8-us-east1-c-run1-worker-3,2351.064299,Job Completed
spot8-us-east1-c-run1-worker-4,2349.340219,Job Completed
spot8-us-east1-c-run1-worker-5,2349.378983,Job Completed
spot8-us-east1-c-run1-worker-6,2345.268776,Job Completed
spot8-us-east1-c-run2-master,2282.657694,Job completed
spot8-us-east1-c-run2-worker-0,2282.272548,Job completed
spot8-us-east1-c-run2-worker-1,2281.539273,Job completed
spot8-us-east1-c-run2-worker-2,2280.933577,Job completed
spot8-us-east1-c-run2-worker-3,2280.106361,Job completed
spot8-us-east1-c-run2-worker-4,2279.419199,Job completed
spot8-us-east1-c-run2-worker-5,2278.680843,Job completed
spot8-us-east1-c-run2-worker-6,2278.414633,Job completed
spot8-us-east1-c-run3-master,2206.369584,Job completed
spot8-us-east1-c-run3-worker-0,2206.085234,Job completed
spot8-us-east1-c-run3-worker-1,2205.447839,Job completed
spot8-us-east1-c-run3-worker-2,2204.771261,Job completed
spot8-us-east1-c-run3-worker-3,2204.048612,Job completed
spot8-us-east1-c-run3-worker-4,2203.215911,Job completed
spot8-us-east1-c-run3-worker-5,2202.415534,Job completed
spot8-us-east1-c-run3-worker-6,2201.799329,Job completed
spot8-us-east1-c-run4-master,2241.066739,Job completed
spot8-us-east1-c-run4-worker-0,2241.108889,Job completed
spot8-us-east1-c-run4-worker-1,2239.666727,Job completed
spot8-us-east1-c-run4-worker-2,2239.291412,Job completed
spot8-us-east1-c-run4-worker-3,2238.284506,Job completed
spot8-us-east1-c-run4-worker-4,2237.911939,Job completed
spot8-us-east1-c-run4-worker-5,2237.638205,Job completed
spot8-us-east1-c-run4-worker-6,2237.15415,Job completed
spot8-us-east1-c-run5-master,2320.825773,Job completed
spot8-us-east1-c-run5-worker-0,2174.29901,Revoked
spot8-us-east1-c-run5-worker-1,2383.561663,Job completed
spot8-us-east1-c-run5-worker-2,2505.270914,Job completed
